event_date,variable,Qahead,bcei_pub_date,target_qtr,forecast,realized,error
1988-02-05,gdp_price,2,1988-01-01,1988Q3,3.9,4.9944833312649095,1.0944833312649096
1988-02-05,gdp_price,3,1988-01-01,1988Q4,4.0,3.7386706127772618,-0.26132938722273824
1988-02-05,gdp_price,4,1988-01-01,1989Q1,4.2,3.9250963154181977,-0.2749036845818025
1988-02-05,gdp_price,5,1988-01-01,1989Q2,4.3,4.413653055154065,0.11365305515406554
1988-02-05,industrial_production,0,1988-01-01,1988Q1,1.3,3.7915034537730152,2.4915034537730154
1988-02-05,industrial_production,1,1988-01-01,1988Q2,1.8,3.5454275144150893,1.7454275144150893
1988-02-05,industrial_production,2,1988-01-01,1988Q3,2.3,1.4902244289339617,-0.8097755710660381
1988-02-05,industrial_production,3,1988-01-01,1988Q4,2.8,2.8400965562221714,0.040096556222171564
1988-02-05,industrial_production,4,1988-01-01,1989Q1,3.0,1.872051537694697,-1.127948462305303
1988-02-05,industrial_production,5,1988-01-01,1989Q2,3.2,-1.5034442233530454,-4.703444223353046
1988-02-05,real_gdp,0,1988-01-01,1988Q1,1.2,2.490682124492305,1.290682124492305
1988-02-05,real_gdp,1,1988-01-01,1988Q2,1.6,5.135245132428312,3.535245132428312
1988-02-05,real_gdp,2,1988-01-01,1988Q3,2.2,2.125209750302459,-0.074790249697541
1988-02-05,real_gdp,3,1988-01-01,1988Q4,2.4,5.587104405539067,3.1871044055390674
1988-02-05,real_gdp,4,1988-01-01,1989Q1,2.4,4.058268956464417,1.658268956464417
1988-02-05,real_gdp,5,1988-01-01,1989Q2,2.1,2.9904340112270944,0.8904340112270943
1988-02-05,unrate,0,1988-01-01,1988Q1,6.1,5.7,-0.39999999999999947
1988-02-05,unrate,1,1988-01-01,1988Q2,6.2,5.466666666666666,-0.7333333333333343
1988-02-05,unrate,2,1988-01-01,1988Q3,6.2,5.466666666666666,-0.7333333333333343
1988-02-05,unrate,3,1988-01-01,1988Q4,6.2,5.333333333333333,-0.8666666666666671
1988-02-05,unrate,4,1988-01-01,1989Q1,6.2,5.2,-1.0
1988-02-05,unrate,5,1988-01-01,1989Q2,6.2,5.233333333333333,-0.9666666666666668
1988-04-04,cpi,0,1988-03-01,1988Q1,3.7,3.158114197810713,-0.5418858021892872
1988-04-04,cpi,1,1988-03-01,1988Q2,4.0,4.668029748448688,0.6680297484486877
1988-04-04,cpi,2,1988-03-01,1988Q3,4.3,4.966574789357625,0.6665747893576253
1988-04-04,cpi,3,1988-03-01,1988Q4,4.5,4.441875929858252,-0.05812407014174781
1988-04-04,cpi,4,1988-03-01,1989Q1,4.6,4.6222196185139675,0.02221961851396781
1988-04-04,cpi,5,1988-03-01,1989Q2,4.8,6.624222048547779,1.824222048547779
1988-04-04,gdp_price,0,1988-03-01,1988Q1,3.3,3.1273258569216145,-0.17267414307838536
1988-04-04,gdp_price,1,1988-03-01,1988Q2,3.6,4.051719280722343,0.45171928072234335
1988-04-04,gdp_price,2,1988-03-01,1988Q3,3.8,4.9944833312649095,1.1944833312649097
1988-04-04,gdp_price,3,1988-03-01,1988Q4,4.1,3.7386706127772618,-0.3613293872227379
1988-04-04,gdp_price,4,1988-03-01,1989Q1,4.5,3.9250963154181977,-0.5749036845818023
1988-04-04,gdp_price,5,1988-03-01,1989Q2,4.4,4.413653055154065,0.013653055154065008
1988-04-04,industrial_production,0,1988-03-01,1988Q1,1.6,3.7915034537730152,2.191503453773015
1988-04-04,industrial_production,1,1988-03-01,1988Q2,1.9,3.5454275144150893,1.6454275144150894
1988-04-04,industrial_production,2,1988-03-01,1988Q3,2.9,1.4902244289339617,-1.4097755710660382
1988-04-04,industrial_production,3,1988-03-01,1988Q4,3.2,2.8400965562221714,-0.3599034437778288
1988-04-04,industrial_production,4,1988-03-01,1989Q1,3.6,1.872051537694697,-1.7279484623053032
1988-04-04,industrial_production,5,1988-03-01,1989Q2,3.1,-1.5034442233530454,-4.603444223353046
1988-04-04,real_gdp,0,1988-03-01,1988Q1,0.7,2.490682124492305,1.790682124492305
1988-04-04,real_gdp,1,1988-03-01,1988Q2,1.8,5.135245132428312,3.3352451324283123
1988-04-04,real_gdp,2,1988-03-01,1988Q3,2.4,2.125209750302459,-0.27479024969754073
1988-04-04,real_gdp,3,1988-03-01,1988Q4,2.5,5.587104405539067,3.0871044055390673
1988-04-04,real_gdp,4,1988-03-01,1989Q1,2.4,4.058268956464417,1.658268956464417
1988-04-04,real_gdp,5,1988-03-01,1989Q2,2.2,2.9904340112270944,0.7904340112270942
1988-04-04,unrate,0,1988-03-01,1988Q1,5.9,5.7,-0.20000000000000018
1988-04-04,unrate,1,1988-03-01,1988Q2,6.0,5.466666666666666,-0.5333333333333341
1988-04-04,unrate,2,1988-03-01,1988Q3,6.0,5.466666666666666,-0.5333333333333341
1988-04-04,unrate,3,1988-03-01,1988Q4,6.0,5.333333333333333,-0.666666666666667
1988-04-04,unrate,4,1988-03-01,1989Q1,6.0,5.2,-0.7999999999999998
1988-04-04,unrate,5,1988-03-01,1989Q2,6.1,5.233333333333333,-0.8666666666666663
1988-04-05,cpi,0,1988-03-01,1988Q1,3.7,3.158114197810713,-0.5418858021892872
1988-04-05,cpi,1,1988-03-01,1988Q2,4.0,4.668029748448688,0.6680297484486877
1988-04-05,cpi,2,1988-03-01,1988Q3,4.3,4.966574789357625,0.6665747893576253
1988-04-05,cpi,3,1988-03-01,1988Q4,4.5,4.441875929858252,-0.05812407014174781
1988-04-05,cpi,4,1988-03-01,1989Q1,4.6,4.6222196185139675,0.02221961851396781
1988-04-05,cpi,5,1988-03-01,1989Q2,4.8,6.624222048547779,1.824222048547779
1988-04-05,gdp_price,0,1988-03-01,1988Q1,3.3,3.1273258569216145,-0.17267414307838536
1988-04-05,gdp_price,1,1988-03-01,1988Q2,3.6,4.051719280722343,0.45171928072234335
1988-04-05,gdp_price,2,1988-03-01,1988Q3,3.8,4.9944833312649095,1.1944833312649097
1988-04-05,gdp_price,3,1988-03-01,1988Q4,4.1,3.7386706127772618,-0.3613293872227379
1988-04-05,gdp_price,4,1988-03-01,1989Q1,4.5,3.9250963154181977,-0.5749036845818023
1988-04-05,gdp_price,5,1988-03-01,1989Q2,4.4,4.413653055154065,0.013653055154065008
1988-04-05,industrial_production,0,1988-03-01,1988Q1,1.6,3.7915034537730152,2.191503453773015
1988-04-05,industrial_production,1,1988-03-01,1988Q2,1.9,3.5454275144150893,1.6454275144150894
1988-04-05,industrial_production,2,1988-03-01,1988Q3,2.9,1.4902244289339617,-1.4097755710660382
1988-04-05,industrial_production,3,1988-03-01,1988Q4,3.2,2.8400965562221714,-0.3599034437778288
1988-04-05,industrial_production,4,1988-03-01,1989Q1,3.6,1.872051537694697,-1.7279484623053032
1988-04-05,industrial_production,5,1988-03-01,1989Q2,3.1,-1.5034442233530454,-4.603444223353046
1988-04-05,real_gdp,0,1988-03-01,1988Q1,0.7,2.490682124492305,1.790682124492305
1988-04-05,real_gdp,1,1988-03-01,1988Q2,1.8,5.135245132428312,3.3352451324283123
1988-04-05,real_gdp,2,1988-03-01,1988Q3,2.4,2.125209750302459,-0.27479024969754073
1988-04-05,real_gdp,3,1988-03-01,1988Q4,2.5,5.587104405539067,3.0871044055390673
1988-04-05,real_gdp,4,1988-03-01,1989Q1,2.4,4.058268956464417,1.658268956464417
1988-04-05,real_gdp,5,1988-03-01,1989Q2,2.2,2.9904340112270944,0.7904340112270942
1988-04-05,unrate,0,1988-03-01,1988Q1,5.9,5.7,-0.20000000000000018
1988-04-05,unrate,1,1988-03-01,1988Q2,6.0,5.466666666666666,-0.5333333333333341
1988-04-05,unrate,2,1988-03-01,1988Q3,6.0,5.466666666666666,-0.5333333333333341
1988-04-05,unrate,3,1988-03-01,1988Q4,6.0,5.333333333333333,-0.666666666666667
1988-04-05,unrate,4,1988-03-01,1989Q1,6.0,5.2,-0.7999999999999998
1988-04-05,unrate,5,1988-03-01,1989Q2,6.1,5.233333333333333,-0.8666666666666663
1988-04-06,cpi,0,1988-03-01,1988Q1,3.7,3.158114197810713,-0.5418858021892872
1988-04-06,cpi,1,1988-03-01,1988Q2,4.0,4.668029748448688,0.6680297484486877
1988-04-06,cpi,2,1988-03-01,1988Q3,4.3,4.966574789357625,0.6665747893576253
1988-04-06,cpi,3,1988-03-01,1988Q4,4.5,4.441875929858252,-0.05812407014174781
1988-04-06,cpi,4,1988-03-01,1989Q1,4.6,4.6222196185139675,0.02221961851396781
1988-04-06,cpi,5,1988-03-01,1989Q2,4.8,6.624222048547779,1.824222048547779
1988-04-06,gdp_price,0,1988-03-01,1988Q1,3.3,3.1273258569216145,-0.17267414307838536
1988-04-06,gdp_price,1,1988-03-01,1988Q2,3.6,4.051719280722343,0.45171928072234335
1988-04-06,gdp_price,2,1988-03-01,1988Q3,3.8,4.9944833312649095,1.1944833312649097
1988-04-06,gdp_price,3,1988-03-01,1988Q4,4.1,3.7386706127772618,-0.3613293872227379
1988-04-06,gdp_price,4,1988-03-01,1989Q1,4.5,3.9250963154181977,-0.5749036845818023
1988-04-06,gdp_price,5,1988-03-01,1989Q2,4.4,4.413653055154065,0.013653055154065008
1988-04-06,industrial_production,0,1988-03-01,1988Q1,1.6,3.7915034537730152,2.191503453773015
1988-04-06,industrial_production,1,1988-03-01,1988Q2,1.9,3.5454275144150893,1.6454275144150894
1988-04-06,industrial_production,2,1988-03-01,1988Q3,2.9,1.4902244289339617,-1.4097755710660382
1988-04-06,industrial_production,3,1988-03-01,1988Q4,3.2,2.8400965562221714,-0.3599034437778288
1988-04-06,industrial_production,4,1988-03-01,1989Q1,3.6,1.872051537694697,-1.7279484623053032
1988-04-06,industrial_production,5,1988-03-01,1989Q2,3.1,-1.5034442233530454,-4.603444223353046
1988-04-06,real_gdp,0,1988-03-01,1988Q1,0.7,2.490682124492305,1.790682124492305
1988-04-06,real_gdp,1,1988-03-01,1988Q2,1.8,5.135245132428312,3.3352451324283123
1988-04-06,real_gdp,2,1988-03-01,1988Q3,2.4,2.125209750302459,-0.27479024969754073
1988-04-06,real_gdp,3,1988-03-01,1988Q4,2.5,5.587104405539067,3.0871044055390673
1988-04-06,real_gdp,4,1988-03-01,1989Q1,2.4,4.058268956464417,1.658268956464417
1988-04-06,real_gdp,5,1988-03-01,1989Q2,2.2,2.9904340112270944,0.7904340112270942
1988-04-06,unrate,0,1988-03-01,1988Q1,5.9,5.7,-0.20000000000000018
1988-04-06,unrate,1,1988-03-01,1988Q2,6.0,5.466666666666666,-0.5333333333333341
1988-04-06,unrate,2,1988-03-01,1988Q3,6.0,5.466666666666666,-0.5333333333333341
1988-04-06,unrate,3,1988-03-01,1988Q4,6.0,5.333333333333333,-0.666666666666667
1988-04-06,unrate,4,1988-03-01,1989Q1,6.0,5.2,-0.7999999999999998
1988-04-06,unrate,5,1988-03-01,1989Q2,6.1,5.233333333333333,-0.8666666666666663
1988-05-09,cpi,0,1988-04-01,1988Q2,3.9,4.668029748448688,0.7680297484486878
1988-05-09,cpi,1,1988-04-01,1988Q3,4.2,4.966574789357625,0.7665747893576249
1988-05-09,cpi,2,1988-04-01,1988Q4,4.5,4.441875929858252,-0.05812407014174781
1988-05-09,cpi,3,1988-04-01,1989Q1,4.7,4.6222196185139675,-0.07778038148603272
1988-05-09,cpi,4,1988-04-01,1989Q2,4.7,6.624222048547779,1.9242220485477786
1988-05-09,cpi,5,1988-04-01,1989Q3,4.8,3.164399566443765,-1.6356004335562346
1988-05-09,gdp_price,0,1988-04-01,1988Q2,3.6,4.051719280722343,0.45171928072234335
1988-05-09,gdp_price,1,1988-04-01,1988Q3,3.8,4.9944833312649095,1.1944833312649097
1988-05-09,gdp_price,2,1988-04-01,1988Q4,4.1,3.7386706127772618,-0.3613293872227379
1988-05-09,gdp_price,3,1988-04-01,1989Q1,4.4,3.9250963154181977,-0.47490368458180265
1988-05-09,gdp_price,4,1988-04-01,1989Q2,4.4,4.413653055154065,0.013653055154065008
1988-05-09,gdp_price,5,1988-04-01,1989Q3,4.4,3.009550597717392,-1.3904494022826084
1988-05-09,industrial_production,0,1988-04-01,1988Q2,2.5,3.5454275144150893,1.0454275144150893
1988-05-09,industrial_production,1,1988-04-01,1988Q3,2.9,1.4902244289339617,-1.4097755710660382
1988-05-09,industrial_production,2,1988-04-01,1988Q4,3.3,2.8400965562221714,-0.45990344377782844
1988-05-09,industrial_production,3,1988-04-01,1989Q1,3.3,1.872051537694697,-1.427948462305303
1988-05-09,industrial_production,4,1988-04-01,1989Q2,3.2,-1.5034442233530454,-4.703444223353046
1988-05-09,industrial_production,5,1988-04-01,1989Q3,2.2,-2.4442069761216434,-4.644206976121644
1988-05-09,real_gdp,0,1988-04-01,1988Q2,1.9,5.135245132428312,3.2352451324283122
1988-05-09,real_gdp,1,1988-04-01,1988Q3,2.3,2.125209750302459,-0.17479024969754065
1988-05-09,real_gdp,2,1988-04-01,1988Q4,2.5,5.587104405539067,3.0871044055390673
1988-05-09,real_gdp,3,1988-04-01,1989Q1,2.5,4.058268956464417,1.558268956464417
1988-05-09,real_gdp,4,1988-04-01,1989Q2,2.3,2.9904340112270944,0.6904340112270946
1988-05-09,real_gdp,5,1988-04-01,1989Q3,1.7,3.153118781389397,1.4531187813893969
1988-05-09,unrate,0,1988-04-01,1988Q2,5.8,5.466666666666666,-0.3333333333333339
1988-05-09,unrate,1,1988-04-01,1988Q3,5.8,5.466666666666666,-0.3333333333333339
1988-05-09,unrate,2,1988-04-01,1988Q4,5.8,5.333333333333333,-0.4666666666666668
1988-05-09,unrate,3,1988-04-01,1989Q1,5.8,5.2,-0.5999999999999996
1988-05-09,unrate,4,1988-04-01,1989Q2,5.8,5.233333333333333,-0.5666666666666664
1988-05-09,unrate,5,1988-04-01,1989Q3,5.9,5.233333333333333,-0.666666666666667
1988-05-10,cpi,0,1988-05-01,1988Q2,4.1,4.668029748448688,0.568029748448688
1988-05-10,cpi,1,1988-05-01,1988Q3,4.4,4.966574789357625,0.5665747893576247
1988-05-10,cpi,2,1988-05-01,1988Q4,4.6,4.441875929858252,-0.15812407014174745
1988-05-10,cpi,3,1988-05-01,1989Q1,4.7,4.6222196185139675,-0.07778038148603272
1988-05-10,cpi,4,1988-05-01,1989Q2,4.7,6.624222048547779,1.9242220485477786
1988-05-10,cpi,5,1988-05-01,1989Q3,4.8,3.164399566443765,-1.6356004335562346
1988-05-10,gdp_price,0,1988-05-01,1988Q2,3.6,4.051719280722343,0.45171928072234335
1988-05-10,gdp_price,1,1988-05-01,1988Q3,3.8,4.9944833312649095,1.1944833312649097
1988-05-10,gdp_price,2,1988-05-01,1988Q4,4.0,3.7386706127772618,-0.26132938722273824
1988-05-10,gdp_price,3,1988-05-01,1989Q1,4.3,3.9250963154181977,-0.3749036845818021
1988-05-10,gdp_price,4,1988-05-01,1989Q2,4.3,4.413653055154065,0.11365305515406554
1988-05-10,gdp_price,5,1988-05-01,1989Q3,4.4,3.009550597717392,-1.3904494022826084
1988-05-10,industrial_production,0,1988-05-01,1988Q2,2.7,3.5454275144150893,0.8454275144150891
1988-05-10,industrial_production,1,1988-05-01,1988Q3,3.0,1.4902244289339617,-1.5097755710660383
1988-05-10,industrial_production,2,1988-05-01,1988Q4,3.4,2.8400965562221714,-0.5599034437778285
1988-05-10,industrial_production,3,1988-05-01,1989Q1,3.0,1.872051537694697,-1.127948462305303
1988-05-10,industrial_production,4,1988-05-01,1989Q2,2.5,-1.5034442233530454,-4.003444223353045
1988-05-10,industrial_production,5,1988-05-01,1989Q3,1.6,-2.4442069761216434,-4.044206976121643
1988-05-10,real_gdp,0,1988-05-01,1988Q2,2.0,5.135245132428312,3.135245132428312
1988-05-10,real_gdp,1,1988-05-01,1988Q3,2.4,2.125209750302459,-0.27479024969754073
1988-05-10,real_gdp,2,1988-05-01,1988Q4,2.5,5.587104405539067,3.0871044055390673
1988-05-10,real_gdp,3,1988-05-01,1989Q1,2.3,4.058268956464417,1.7582689564644172
1988-05-10,real_gdp,4,1988-05-01,1989Q2,2.1,2.9904340112270944,0.8904340112270943
1988-05-10,real_gdp,5,1988-05-01,1989Q3,1.4,3.153118781389397,1.753118781389397
1988-05-10,unrate,0,1988-05-01,1988Q2,5.7,5.466666666666666,-0.23333333333333428
1988-05-10,unrate,1,1988-05-01,1988Q3,5.6,5.466666666666666,-0.13333333333333375
1988-05-10,unrate,2,1988-05-01,1988Q4,5.6,5.333333333333333,-0.2666666666666666
1988-05-10,unrate,3,1988-05-01,1989Q1,5.7,5.2,-0.5
1988-05-10,unrate,4,1988-05-01,1989Q2,5.7,5.233333333333333,-0.4666666666666668
1988-05-10,unrate,5,1988-05-01,1989Q3,5.8,5.233333333333333,-0.5666666666666664
1988-05-25,cpi,0,1988-05-01,1988Q2,4.1,4.668029748448688,0.568029748448688
1988-05-25,cpi,1,1988-05-01,1988Q3,4.4,4.966574789357625,0.5665747893576247
1988-05-25,cpi,2,1988-05-01,1988Q4,4.6,4.441875929858252,-0.15812407014174745
1988-05-25,cpi,3,1988-05-01,1989Q1,4.7,4.6222196185139675,-0.07778038148603272
1988-05-25,cpi,4,1988-05-01,1989Q2,4.7,6.624222048547779,1.9242220485477786
1988-05-25,cpi,5,1988-05-01,1989Q3,4.8,3.164399566443765,-1.6356004335562346
1988-05-25,gdp_price,0,1988-05-01,1988Q2,3.6,4.051719280722343,0.45171928072234335
1988-05-25,gdp_price,1,1988-05-01,1988Q3,3.8,4.9944833312649095,1.1944833312649097
1988-05-25,gdp_price,2,1988-05-01,1988Q4,4.0,3.7386706127772618,-0.26132938722273824
1988-05-25,gdp_price,3,1988-05-01,1989Q1,4.3,3.9250963154181977,-0.3749036845818021
1988-05-25,gdp_price,4,1988-05-01,1989Q2,4.3,4.413653055154065,0.11365305515406554
1988-05-25,gdp_price,5,1988-05-01,1989Q3,4.4,3.009550597717392,-1.3904494022826084
1988-05-25,industrial_production,0,1988-05-01,1988Q2,2.7,3.5454275144150893,0.8454275144150891
1988-05-25,industrial_production,1,1988-05-01,1988Q3,3.0,1.4902244289339617,-1.5097755710660383
1988-05-25,industrial_production,2,1988-05-01,1988Q4,3.4,2.8400965562221714,-0.5599034437778285
1988-05-25,industrial_production,3,1988-05-01,1989Q1,3.0,1.872051537694697,-1.127948462305303
1988-05-25,industrial_production,4,1988-05-01,1989Q2,2.5,-1.5034442233530454,-4.003444223353045
1988-05-25,industrial_production,5,1988-05-01,1989Q3,1.6,-2.4442069761216434,-4.044206976121643
1988-05-25,real_gdp,0,1988-05-01,1988Q2,2.0,5.135245132428312,3.135245132428312
1988-05-25,real_gdp,1,1988-05-01,1988Q3,2.4,2.125209750302459,-0.27479024969754073
1988-05-25,real_gdp,2,1988-05-01,1988Q4,2.5,5.587104405539067,3.0871044055390673
1988-05-25,real_gdp,3,1988-05-01,1989Q1,2.3,4.058268956464417,1.7582689564644172
1988-05-25,real_gdp,4,1988-05-01,1989Q2,2.1,2.9904340112270944,0.8904340112270943
1988-05-25,real_gdp,5,1988-05-01,1989Q3,1.4,3.153118781389397,1.753118781389397
1988-05-25,unrate,0,1988-05-01,1988Q2,5.7,5.466666666666666,-0.23333333333333428
1988-05-25,unrate,1,1988-05-01,1988Q3,5.6,5.466666666666666,-0.13333333333333375
1988-05-25,unrate,2,1988-05-01,1988Q4,5.6,5.333333333333333,-0.2666666666666666
1988-05-25,unrate,3,1988-05-01,1989Q1,5.7,5.2,-0.5
1988-05-25,unrate,4,1988-05-01,1989Q2,5.7,5.233333333333333,-0.4666666666666668
1988-05-25,unrate,5,1988-05-01,1989Q3,5.8,5.233333333333333,-0.5666666666666664
1988-05-26,cpi,0,1988-05-01,1988Q2,4.1,4.668029748448688,0.568029748448688
1988-05-26,cpi,1,1988-05-01,1988Q3,4.4,4.966574789357625,0.5665747893576247
1988-05-26,cpi,2,1988-05-01,1988Q4,4.6,4.441875929858252,-0.15812407014174745
1988-05-26,cpi,3,1988-05-01,1989Q1,4.7,4.6222196185139675,-0.07778038148603272
1988-05-26,cpi,4,1988-05-01,1989Q2,4.7,6.624222048547779,1.9242220485477786
1988-05-26,cpi,5,1988-05-01,1989Q3,4.8,3.164399566443765,-1.6356004335562346
1988-05-26,gdp_price,0,1988-05-01,1988Q2,3.6,4.051719280722343,0.45171928072234335
1988-05-26,gdp_price,1,1988-05-01,1988Q3,3.8,4.9944833312649095,1.1944833312649097
1988-05-26,gdp_price,2,1988-05-01,1988Q4,4.0,3.7386706127772618,-0.26132938722273824
1988-05-26,gdp_price,3,1988-05-01,1989Q1,4.3,3.9250963154181977,-0.3749036845818021
1988-05-26,gdp_price,4,1988-05-01,1989Q2,4.3,4.413653055154065,0.11365305515406554
1988-05-26,gdp_price,5,1988-05-01,1989Q3,4.4,3.009550597717392,-1.3904494022826084
1988-05-26,industrial_production,0,1988-05-01,1988Q2,2.7,3.5454275144150893,0.8454275144150891
1988-05-26,industrial_production,1,1988-05-01,1988Q3,3.0,1.4902244289339617,-1.5097755710660383
1988-05-26,industrial_production,2,1988-05-01,1988Q4,3.4,2.8400965562221714,-0.5599034437778285
1988-05-26,industrial_production,3,1988-05-01,1989Q1,3.0,1.872051537694697,-1.127948462305303
1988-05-26,industrial_production,4,1988-05-01,1989Q2,2.5,-1.5034442233530454,-4.003444223353045
1988-05-26,industrial_production,5,1988-05-01,1989Q3,1.6,-2.4442069761216434,-4.044206976121643
1988-05-26,real_gdp,0,1988-05-01,1988Q2,2.0,5.135245132428312,3.135245132428312
1988-05-26,real_gdp,1,1988-05-01,1988Q3,2.4,2.125209750302459,-0.27479024969754073
1988-05-26,real_gdp,2,1988-05-01,1988Q4,2.5,5.587104405539067,3.0871044055390673
1988-05-26,real_gdp,3,1988-05-01,1989Q1,2.3,4.058268956464417,1.7582689564644172
1988-05-26,real_gdp,4,1988-05-01,1989Q2,2.1,2.9904340112270944,0.8904340112270943
1988-05-26,real_gdp,5,1988-05-01,1989Q3,1.4,3.153118781389397,1.753118781389397
1988-05-26,unrate,0,1988-05-01,1988Q2,5.7,5.466666666666666,-0.23333333333333428
1988-05-26,unrate,1,1988-05-01,1988Q3,5.6,5.466666666666666,-0.13333333333333375
1988-05-26,unrate,2,1988-05-01,1988Q4,5.6,5.333333333333333,-0.2666666666666666
1988-05-26,unrate,3,1988-05-01,1989Q1,5.7,5.2,-0.5
1988-05-26,unrate,4,1988-05-01,1989Q2,5.7,5.233333333333333,-0.4666666666666668
1988-05-26,unrate,5,1988-05-01,1989Q3,5.8,5.233333333333333,-0.5666666666666664
1988-06-17,cpi,0,1988-06-01,1988Q2,4.4,4.668029748448688,0.2680297484486873
1988-06-17,cpi,1,1988-06-01,1988Q3,4.5,4.966574789357625,0.4665747893576251
1988-06-17,cpi,2,1988-06-01,1988Q4,4.6,4.441875929858252,-0.15812407014174745
1988-06-17,cpi,3,1988-06-01,1989Q1,4.8,4.6222196185139675,-0.17778038148603237
1988-06-17,cpi,4,1988-06-01,1989Q2,4.8,6.624222048547779,1.824222048547779
1988-06-17,cpi,5,1988-06-01,1989Q3,4.8,3.164399566443765,-1.6356004335562346
1988-06-17,gdp_price,0,1988-06-01,1988Q2,3.6,4.051719280722343,0.45171928072234335
1988-06-17,gdp_price,1,1988-06-01,1988Q3,3.8,4.9944833312649095,1.1944833312649097
1988-06-17,gdp_price,2,1988-06-01,1988Q4,3.9,3.7386706127772618,-0.16132938722273815
1988-06-17,gdp_price,3,1988-06-01,1989Q1,4.3,3.9250963154181977,-0.3749036845818021
1988-06-17,gdp_price,4,1988-06-01,1989Q2,4.4,4.413653055154065,0.013653055154065008
1988-06-17,gdp_price,5,1988-06-01,1989Q3,4.4,3.009550597717392,-1.3904494022826084
1988-06-17,industrial_production,0,1988-06-01,1988Q2,3.6,3.5454275144150893,-0.05457248558491079
1988-06-17,industrial_production,1,1988-06-01,1988Q3,3.5,1.4902244289339617,-2.0097755710660383
1988-06-17,industrial_production,2,1988-06-01,1988Q4,3.4,2.8400965562221714,-0.5599034437778285
1988-06-17,industrial_production,3,1988-06-01,1989Q1,2.9,1.872051537694697,-1.027948462305303
